disc_year,disc_facility,pl_name,pl_rade,pl_bmasse,hostname,sy_pnum,sy_snum
2015,Ground,LHS-351e,4.86,27.81,LHS-351,3,1
2017,Spitzer,TRAPPIST-194b,3.48,23.89,TRAPPIST-194,2,2
2012,James Webb,HD-887f,2.05,3.72,HD-887,7,2
2023,TESS,TOI-997d,1.82,10.43,TOI-997,1,1
2012,Spitzer,TRAPPIST-239d,0.79,49.14,TRAPPIST-239,2,2
2011,Ground,TRAPPIST-707d,1.39,10.71,TRAPPIST-707,3,2
2013,Kepler,LHS-922c,1.06,19.42,LHS-922,7,1
2018,Spitzer,WASP-346d,2.3,11.52,WASP-346,1,1
2024,Hubble,TOI-372c,4.53,27.7,TOI-372,3,1
2017,Kepler,HD-550e,3.56,6.76,HD-550,1,2
2018,Kepler,TRAPPIST-750d,3.82,32.74,TRAPPIST-750,3,2
2020,James Webb,TOI-731e,1.3,48.7,TOI-731,1,2
2017,Kepler,TOI-502c,2.39,29.39,TOI-502,6,2
2018,Hubble,TRAPPIST-425d,4.53,34.14,TRAPPIST-425,8,2
2015,Spitzer,LHS-928b,4.9,0.91,LHS-928,8,2
2011,TESS,TRAPPIST-81e,2.87,0.39,TRAPPIST-81,3,2
2017,TESS,TOI-6c,3.26,8.92,TOI-6,7,2
2017,TESS,WASP-855b,1.82,14.28,WASP-855,2,1
2022,Ground,LHS-363d,4.94,3.11,LHS-363,2,2
2019,Hubble,LHS-753e,3.93,49.79,LHS-753,5,1
2015,Ground,TRAPPIST-873d,1.07,46.18,TRAPPIST-873,7,2
2013,James Webb,TOI-387b,3.58,17.35,TOI-387,6,1
2014,Kepler,WASP-378e,3.03,48.77,WASP-378,2,1
2011,Spitzer,WASP-142e,1.58,47.65,WASP-142,1,2
2017,Spitzer,LHS-453d,3.98,38.65,LHS-453,3,1
2021,Ground,TOI-457d,1.96,24.33,TOI-457,3,1
2024,Spitzer,LHS-12b,3.92,31.44,LHS-12,1,2
2015,Ground,HD-176d,4.33,44.58,HD-176,1,1
2013,Kepler,HD-671d,4.16,35.11,HD-671,2,2
2019,Kepler,Kepler-177c,3.7,37.92,Kepler-177,3,1
2013,Ground,WASP-544b,2.17,29.77,WASP-544,7,2
2017,Hubble,WASP-823b,1.67,42.9,WASP-823,5,1
2012,Ground,Kepler-927f,3.15,39.86,Kepler-927,3,1
2020,Ground,TRAPPIST-292d,2.29,18.04,TRAPPIST-292,2,2
2019,Spitzer,TRAPPIST-605f,0.58,40.2,TRAPPIST-605,6,1
2021,James Webb,TOI-678d,0.51,34.79,TOI-678,4,2
2015,James Webb,Kepler-928c,1.97,43.59,Kepler-928,3,1
2015,Hubble,LHS-453f,0.8,20.61,LHS-453,2,2
2012,Kepler,Kepler-648f,0.61,16.4,Kepler-648,7,1
2014,Kepler,TRAPPIST-187b,3.27,7.75,TRAPPIST-187,4,2
2023,Spitzer,TRAPPIST-35f,4.62,35.19,TRAPPIST-35,6,1
2022,Spitzer,TRAPPIST-779f,1.95,43.24,TRAPPIST-779,5,2
2012,Spitzer,Kepler-450c,0.54,44.98,Kepler-450,4,1
2019,Ground,HD-631e,3.77,23.28,HD-631,6,1
2024,Ground,HD-90d,0.99,14.75,HD-90,4,2
2012,TESS,LHS-70b,4.87,12.11,LHS-70,5,2
2016,Kepler,HD-82e,2.87,27.59,HD-82,7,1
2020,Spitzer,LHS-23f,1.71,34.91,LHS-23,6,2
2016,Hubble,HD-15c,1.51,48.87,HD-15,5,1
2016,James Webb,TOI-797e,3.78,20.26,TOI-797,3,1
2017,Kepler,HD-625b,0.81,5.82,HD-625,6,2
2023,Ground,WASP-123c,4.42,25.51,WASP-123,3,1
2016,Ground,HD-415b,4.53,37.45,HD-415,8,2
2018,Ground,WASP-504c,4.18,30.75,WASP-504,4,1
2013,Hubble,HD-821f,1.91,12.46,HD-821,7,1
2015,Kepler,Kepler-643c,4.73,30.3,Kepler-643,7,2
2013,TESS,Kepler-622b,3.09,29.48,Kepler-622,3,1
2010,Spitzer,LHS-544d,4.02,6.55,LHS-544,3,1
2018,Ground,LHS-245d,3.86,34.44,LHS-245,5,2
2022,TESS,TOI-115b,2.92,49.71,TOI-115,6,2
2012,Hubble,TOI-133e,3.73,18.04,TOI-133,5,2
2024,TESS,LHS-223b,0.76,0.92,LHS-223,6,1
2011,Kepler,HD-294f,2.7,19.85,HD-294,1,2
2017,Ground,HD-54c,3.18,4.62,HD-54,7,2
2018,TESS,TOI-203c,4.95,46.53,TOI-203,6,1
2018,Spitzer,WASP-126c,4.04,27.1,WASP-126,2,1
2011,Kepler,TRAPPIST-111b,2.48,39.72,TRAPPIST-111,1,1
2021,Spitzer,WASP-30b,2.37,0.4,WASP-30,7,1
2019,Spitzer,WASP-310d,2.44,3.49,WASP-310,8,2
2017,Hubble,TOI-897f,4.41,4.32,TOI-897,7,2
2022,James Webb,WASP-393d,3.62,20.09,WASP-393,8,1
2016,Ground,HD-572d,1.27,41.38,HD-572,7,1
2012,Kepler,Kepler-844b,4.38,26.43,Kepler-844,5,2
2020,Spitzer,TOI-536c,0.78,37.5,TOI-536,3,2
2021,TESS,WASP-24f,2.63,23.37,WASP-24,7,2
2017,Spitzer,LHS-310f,4.87,36.27,LHS-310,6,1
2019,Hubble,HD-656e,1.41,41.93,HD-656,2,2
2011,Ground,TOI-323f,2.5,16.78,TOI-323,7,1
2023,Spitzer,LHS-404d,3.76,39.91,LHS-404,5,2
2013,Spitzer,TOI-911b,0.9,8.91,TOI-911,6,2
2017,Spitzer,WASP-259d,0.86,23.26,WASP-259,8,2
2024,Spitzer,LHS-62e,4.97,14.22,LHS-62,4,2
2012,Spitzer,Kepler-218d,1.31,42.22,Kepler-218,8,2
2022,James Webb,WASP-663c,4.64,11.37,WASP-663,1,1
2011,Ground,HD-615f,1.38,39.12,HD-615,5,1
2011,Hubble,HD-202b,2.19,39.83,HD-202,2,2
2013,James Webb,LHS-61f,2.13,36.71,LHS-61,3,1
2015,Hubble,TRAPPIST-814c,3.49,3.01,TRAPPIST-814,4,1
2023,Spitzer,TRAPPIST-992f,1.76,19.35,TRAPPIST-992,8,1
2010,James Webb,Kepler-289d,4.93,48.39,Kepler-289,1,2
2015,Hubble,Kepler-326c,2.59,20.22,Kepler-326,6,2
2013,TESS,LHS-517e,2.75,31.03,LHS-517,5,2
2014,TESS,Kepler-793d,1.43,4.93,Kepler-793,3,1
2017,Hubble,TRAPPIST-93c,4.48,17.5,TRAPPIST-93,6,2
2012,Ground,Kepler-402d,4.76,16.57,Kepler-402,6,2
2017,James Webb,WASP-201b,1.55,44.2,WASP-201,5,2
2012,James Webb,TOI-385b,4.4,9.17,TOI-385,7,2
2016,Hubble,TRAPPIST-25f,4.99,16.74,TRAPPIST-25,1,1
2021,Kepler,Kepler-690b,2.19,20.52,Kepler-690,8,2
2016,Hubble,HD-450e,4.66,19.03,HD-450,3,1
2016,Hubble,Kepler-694c,3.84,48.37,Kepler-694,8,1
2022,James Webb,LHS-751b,2.28,39.14,LHS-751,3,1
2016,James Webb,Kepler-371f,1.83,15.3,Kepler-371,3,1
2024,Kepler,Kepler-196d,3.82,21.09,Kepler-196,1,2
2010,James Webb,HD-953c,2.21,40.11,HD-953,5,2
2020,Hubble,TOI-879d,2.28,43.0,TOI-879,6,2
2016,Hubble,WASP-474e,3.05,7.19,WASP-474,3,1
2017,Spitzer,WASP-488f,3.69,34.64,WASP-488,3,2
2015,Spitzer,HD-832e,4.39,17.39,HD-832,4,2
2022,Kepler,TOI-77f,2.68,39.68,TOI-77,2,2
2012,James Webb,HD-209b,4.89,18.41,HD-209,5,1
2013,Hubble,Kepler-895e,1.05,34.88,Kepler-895,2,2
2024,James Webb,HD-30d,0.7,41.19,HD-30,3,1
2020,TESS,TRAPPIST-849b,2.69,38.04,TRAPPIST-849,7,2
2013,Kepler,WASP-384c,2.47,44.21,WASP-384,7,1
2016,Kepler,WASP-951c,1.26,45.53,WASP-951,2,2
2024,TESS,LHS-1e,0.93,42.8,LHS-1,7,1
2011,Spitzer,HD-812d,2.98,49.08,HD-812,5,2
2014,TESS,WASP-73d,3.92,23.63,WASP-73,1,1
2020,Kepler,TRAPPIST-78b,3.78,21.11,TRAPPIST-78,3,2
2014,Kepler,TOI-645b,2.61,14.39,TOI-645,1,1
2019,James Webb,LHS-930b,1.56,28.05,LHS-930,3,1
2021,Hubble,Kepler-570d,1.74,10.01,Kepler-570,5,2
2016,Spitzer,TRAPPIST-344f,1.99,31.12,TRAPPIST-344,5,2
2011,Ground,TRAPPIST-591c,3.15,11.84,TRAPPIST-591,2,1
2013,Kepler,Kepler-238d,3.17,44.56,Kepler-238,2,2
2015,TESS,HD-737d,2.08,22.07,HD-737,1,1
2017,James Webb,Kepler-440e,3.82,45.64,Kepler-440,4,1
2016,Ground,WASP-911c,4.46,42.42,WASP-911,1,2
2019,Hubble,WASP-163c,1.29,45.6,WASP-163,1,1
2014,Ground,HD-342d,1.79,29.94,HD-342,7,1
2011,Hubble,HD-659c,0.75,8.8,HD-659,6,2
2012,Ground,Kepler-852d,3.89,2.06,Kepler-852,7,2
2021,Kepler,WASP-258b,3.18,31.73,WASP-258,7,2
2018,James Webb,HD-175f,0.77,25.98,HD-175,1,1
2011,Hubble,Kepler-288b,3.63,10.1,Kepler-288,3,2
2015,Ground,Kepler-890c,3.7,2.71,Kepler-890,8,1
2019,Ground,TOI-878b,1.79,7.31,TOI-878,2,1
2013,TESS,LHS-361c,1.78,3.22,LHS-361,1,1
2010,Ground,TRAPPIST-90c,0.59,47.96,TRAPPIST-90,3,1
2012,Spitzer,Kepler-866b,3.66,34.5,Kepler-866,8,2
2023,Hubble,TRAPPIST-23d,2.29,22.21,TRAPPIST-23,6,1
2012,Hubble,TRAPPIST-465e,3.08,24.55,TRAPPIST-465,5,2
2017,Ground,HD-932e,1.24,7.69,HD-932,6,2
2014,Kepler,WASP-473f,3.02,39.84,WASP-473,5,2
2023,Spitzer,TRAPPIST-494f,1.47,32.74,TRAPPIST-494,1,2
2016,James Webb,TOI-595c,3.08,25.19,TOI-595,2,1
2017,TESS,TRAPPIST-791d,4.59,32.14,TRAPPIST-791,1,1
2016,Hubble,HD-539f,3.85,2.66,HD-539,6,1
2024,Ground,Kepler-997b,2.51,9.0,Kepler-997,4,1
2024,Spitzer,TRAPPIST-138d,0.95,17.06,TRAPPIST-138,2,2
2023,James Webb,TRAPPIST-688b,3.05,10.46,TRAPPIST-688,8,1
2021,Kepler,Kepler-388e,3.02,30.39,Kepler-388,6,1
2013,Kepler,TOI-951b,2.49,29.54,TOI-951,7,1
2024,Kepler,LHS-460c,0.65,1.19,LHS-460,5,2
2024,TESS,TOI-365c,2.5,2.78,TOI-365,5,1
2021,Spitzer,TRAPPIST-554b,3.97,17.15,TRAPPIST-554,8,2
2015,Ground,TRAPPIST-812f,3.63,12.61,TRAPPIST-812,6,1
2010,Spitzer,TOI-233b,0.75,30.94,TOI-233,3,1
2019,Spitzer,TRAPPIST-937f,4.98,0.53,TRAPPIST-937,7,1
2023,Hubble,LHS-610c,4.13,12.57,LHS-610,1,1
2011,TESS,TRAPPIST-99b,1.42,39.57,TRAPPIST-99,1,1
2010,Ground,TOI-168d,1.11,49.1,TOI-168,5,1
2018,James Webb,Kepler-428d,1.38,7.78,Kepler-428,8,2
2013,Ground,HD-156c,2.79,16.32,HD-156,3,1
2023,Hubble,TOI-102c,4.18,39.82,TOI-102,2,2
2012,Spitzer,TOI-121b,1.68,30.01,TOI-121,2,1
2015,Spitzer,WASP-239b,4.98,48.97,WASP-239,7,2
2022,Spitzer,TOI-318e,3.75,20.31,TOI-318,3,1
2010,Hubble,LHS-105d,1.73,8.31,LHS-105,4,2
2013,TESS,WASP-514f,3.74,32.61,WASP-514,5,2
2020,James Webb,LHS-708e,2.84,39.38,LHS-708,7,2
2018,James Webb,HD-874f,4.15,34.63,HD-874,3,2
2021,Spitzer,TOI-617e,1.68,49.98,TOI-617,2,1
2013,Hubble,HD-99e,3.42,46.99,HD-99,8,1
2020,James Webb,LHS-785f,3.37,47.91,LHS-785,2,2
2014,Hubble,LHS-912e,2.88,21.24,LHS-912,7,1
2020,James Webb,TRAPPIST-997e,1.15,24.34,TRAPPIST-997,1,2
2019,Hubble,HD-21c,1.31,36.68,HD-21,4,1
2019,Kepler,LHS-245d,1.44,28.13,LHS-245,3,2
2023,Kepler,HD-516b,4.65,1.86,HD-516,4,2
2014,Hubble,WASP-567d,4.86,49.23,WASP-567,4,2
2010,James Webb,Kepler-889e,1.47,32.52,Kepler-889,8,2
2016,Hubble,Kepler-884c,1.76,22.32,Kepler-884,7,1
2014,Hubble,Kepler-691b,1.8,27.17,Kepler-691,4,1
2016,Ground,Kepler-826f,4.62,16.66,Kepler-826,5,2
2018,James Webb,TOI-685b,0.75,46.03,TOI-685,4,2
2023,James Webb,LHS-661c,3.31,9.66,LHS-661,5,1
2020,Hubble,HD-489b,1.47,1.88,HD-489,1,1
2019,Kepler,HD-721b,2.21,29.32,HD-721,7,1
2018,Ground,TRAPPIST-64b,4.48,16.11,TRAPPIST-64,4,2
2010,Hubble,LHS-301f,0.66,13.86,LHS-301,2,1
2014,TESS,HD-133f,0.86,26.81,HD-133,3,1
2017,Spitzer,HD-198d,2.31,5.37,HD-198,4,1
2017,Spitzer,Kepler-828c,3.38,47.76,Kepler-828,4,1
2020,Kepler,LHS-83b,4.64,42.51,LHS-83,4,1
2018,James Webb,TOI-701f,1.94,3.15,TOI-701,7,1
2021,Spitzer,Kepler-938d,2.84,22.76,Kepler-938,2,2
2020,Spitzer,WASP-766f,2.97,33.14,WASP-766,3,1
2011,James Webb,WASP-402b,3.18,21.09,WASP-402,2,2
2024,Spitzer,WASP-424b,2.55,9.71,WASP-424,5,2
2010,James Webb,TOI-889b,3.89,20.91,TOI-889,2,2
2018,Hubble,Kepler-208e,1.98,22.93,Kepler-208,7,1
2020,Spitzer,TRAPPIST-694d,4.78,25.51,TRAPPIST-694,4,1
2013,Hubble,TOI-448c,3.62,17.54,TOI-448,1,2
2013,Spitzer,TRAPPIST-510f,2.97,41.73,TRAPPIST-510,4,2
2016,Hubble,LHS-470f,0.86,5.87,LHS-470,5,2
2011,TESS,Kepler-371e,2.05,44.4,Kepler-371,2,2
2014,TESS,HD-586b,1.5,44.19,HD-586,7,2
2018,Hubble,TRAPPIST-242f,2.61,16.73,TRAPPIST-242,2,2
2010,Hubble,TOI-115f,2.8,32.56,TOI-115,1,1
2020,Kepler,HD-934f,3.39,33.19,HD-934,6,2
2012,Kepler,LHS-110e,1.35,41.76,LHS-110,3,2
2018,Ground,TRAPPIST-472b,1.67,20.17,TRAPPIST-472,5,1
2019,Hubble,WASP-962d,4.67,9.09,WASP-962,7,2
2024,Ground,WASP-431f,4.93,32.46,WASP-431,2,2
2014,Kepler,LHS-49e,4.23,32.71,LHS-49,4,2
2014,Hubble,TOI-83c,0.85,13.59,TOI-83,2,1
2020,Spitzer,HD-390b,3.74,44.47,HD-390,1,2
2017,Hubble,WASP-472f,2.19,45.87,WASP-472,1,2
2021,Hubble,TOI-399e,3.13,39.35,TOI-399,2,1
2022,Kepler,LHS-968c,2.88,32.37,LHS-968,1,2
2014,Spitzer,HD-950b,2.97,8.24,HD-950,7,2
2012,Spitzer,Kepler-890e,0.6,29.36,Kepler-890,2,1
2021,Spitzer,LHS-659c,4.82,49.01,LHS-659,7,2
2019,Kepler,WASP-331c,4.96,24.03,WASP-331,3,2
2024,TESS,WASP-838f,3.4,3.73,WASP-838,6,1
2019,Kepler,TRAPPIST-520b,3.89,36.71,TRAPPIST-520,7,1
2013,Hubble,LHS-757d,1.64,45.72,LHS-757,1,1
2010,Ground,TOI-545b,3.8,1.64,TOI-545,4,2
2019,Kepler,LHS-630d,2.93,38.59,LHS-630,6,1
2013,TESS,TOI-962b,3.59,49.13,TOI-962,7,1
2020,Ground,Kepler-755d,2.54,0.99,Kepler-755,5,2
2014,Hubble,LHS-60e,2.76,49.9,LHS-60,4,2
2012,James Webb,HD-799d,4.16,15.34,HD-799,8,1
2023,James Webb,HD-131f,4.51,10.99,HD-131,2,2
2010,Spitzer,TRAPPIST-582d,3.64,46.76,TRAPPIST-582,3,1
2016,Hubble,Kepler-42b,3.56,35.0,Kepler-42,4,2
2017,TESS,TRAPPIST-107b,2.75,23.35,TRAPPIST-107,7,2
2012,James Webb,WASP-820f,3.4,12.42,WASP-820,3,1
2023,Hubble,WASP-353c,3.36,30.53,WASP-353,2,1
2013,Kepler,TRAPPIST-454c,4.37,4.46,TRAPPIST-454,1,1
2017,James Webb,WASP-143e,3.19,32.09,WASP-143,4,1
2021,Spitzer,Kepler-213f,4.27,11.48,Kepler-213,1,2
2021,Kepler,HD-962d,1.62,7.37,HD-962,7,1
2012,Kepler,HD-899c,1.36,22.81,HD-899,8,2
2022,Spitzer,TOI-559d,2.58,23.61,TOI-559,3,2
2016,Hubble,LHS-319d,0.61,20.8,LHS-319,3,2
2011,Hubble,Kepler-687e,1.26,24.49,Kepler-687,8,1
2019,Ground,Kepler-62f,3.13,1.61,Kepler-62,3,1
2011,James Webb,TOI-851d,1.42,34.27,TOI-851,7,2
2024,Ground,Kepler-602c,4.55,36.63,Kepler-602,4,1
2023,James Webb,TOI-16d,1.04,38.63,TOI-16,2,1
2013,TESS,LHS-924d,0.58,39.89,LHS-924,4,2
2016,TESS,TRAPPIST-958b,2.32,7.83,TRAPPIST-958,2,1
2016,TESS,WASP-257f,3.66,9.6,WASP-257,8,1
2013,Kepler,LHS-532c,1.92,34.72,LHS-532,7,2
2020,Hubble,HD-716c,1.6,39.55,HD-716,2,2
2021,Kepler,TRAPPIST-707e,1.94,11.59,TRAPPIST-707,7,2
2019,Ground,HD-215e,3.08,11.38,HD-215,4,2
2022,James Webb,WASP-758d,5.0,4.09,WASP-758,8,2
2016,TESS,TRAPPIST-131c,3.17,47.99,TRAPPIST-131,6,2
2010,Spitzer,WASP-367e,1.85,20.11,WASP-367,1,1
2016,TESS,TRAPPIST-498e,4.47,38.62,TRAPPIST-498,2,1
2014,TESS,HD-283b,2.82,34.77,HD-283,5,1
2014,James Webb,LHS-863b,2.11,11.06,LHS-863,8,1
2010,TESS,WASP-133d,3.93,22.66,WASP-133,5,2
2011,Ground,HD-830c,0.58,7.43,HD-830,4,1
2017,Spitzer,TOI-690b,1.77,7.66,TOI-690,5,1
2024,Kepler,TRAPPIST-233e,1.11,36.5,TRAPPIST-233,8,1
2010,James Webb,TRAPPIST-9d,0.64,35.87,TRAPPIST-9,8,1
2016,Ground,Kepler-632f,1.65,33.44,Kepler-632,2,1
2019,TESS,WASP-563e,3.82,33.54,WASP-563,8,2
2023,Spitzer,TOI-959b,3.73,15.0,TOI-959,6,1
2013,Hubble,HD-553b,4.69,8.34,HD-553,1,2
2020,Kepler,WASP-888f,2.09,33.18,WASP-888,3,2
2017,Kepler,Kepler-97b,1.62,0.59,Kepler-97,2,1
2017,TESS,HD-940c,1.15,36.44,HD-940,1,2
2014,Ground,TOI-895f,3.8,35.87,TOI-895,6,1
2010,Kepler,TOI-69b,2.68,46.01,TOI-69,7,2
2015,TESS,HD-580d,0.94,30.13,HD-580,6,2
2022,Ground,HD-48f,2.65,17.51,HD-48,4,1
2022,Hubble,LHS-398c,3.58,2.51,LHS-398,1,1
2012,James Webb,WASP-293e,1.46,44.78,WASP-293,1,1
2016,Spitzer,HD-102e,3.08,2.08,HD-102,8,2
2018,Spitzer,HD-314b,2.65,1.02,HD-314,8,1
2022,Ground,Kepler-721d,3.15,35.2,Kepler-721,1,1
2011,TESS,HD-31d,0.66,23.35,HD-31,3,2
2016,Ground,WASP-194b,4.2,27.46,WASP-194,5,2
2020,TESS,TRAPPIST-59e,2.75,1.75,TRAPPIST-59,4,1
2014,TESS,LHS-816d,3.73,4.29,LHS-816,1,1
2022,Ground,LHS-217e,2.67,21.04,LHS-217,8,1
2010,James Webb,WASP-331f,4.33,33.68,WASP-331,2,2
2022,Kepler,WASP-337b,4.99,31.45,WASP-337,3,2
2021,Kepler,LHS-287e,2.61,4.14,LHS-287,6,2
2023,Kepler,LHS-845f,1.48,27.33,LHS-845,1,1
2016,Ground,WASP-259c,2.75,18.72,WASP-259,7,2
2016,Ground,HD-164d,2.2,19.42,HD-164,2,1
2021,James Webb,LHS-562b,1.57,48.06,LHS-562,3,2
2021,Ground,Kepler-998b,4.16,44.97,Kepler-998,5,2
2013,Kepler,WASP-95d,3.84,47.29,WASP-95,7,1
2020,James Webb,WASP-709e,2.79,47.8,WASP-709,7,2
2018,Kepler,WASP-535e,4.97,2.64,WASP-535,6,2
2015,Ground,TOI-951f,1.61,36.17,TOI-951,4,1
2015,Spitzer,TRAPPIST-314f,0.71,15.79,TRAPPIST-314,1,1
2021,Kepler,WASP-920e,1.85,35.49,WASP-920,4,1
2021,James Webb,Kepler-793d,1.36,34.09,Kepler-793,6,2
2022,TESS,WASP-131d,1.29,8.62,WASP-131,1,1
2011,Kepler,Kepler-601d,2.81,26.96,Kepler-601,1,2
2010,Kepler,HD-953c,2.91,25.86,HD-953,8,2
2014,James Webb,HD-985f,4.5,37.24,HD-985,6,2
2021,Ground,TRAPPIST-701f,4.83,39.97,TRAPPIST-701,1,1
2024,Ground,HD-39c,3.9,16.56,HD-39,3,1
2010,Hubble,TOI-819e,1.24,9.32,TOI-819,1,2
2024,Hubble,TOI-516d,1.09,11.52,TOI-516,3,2
2018,Kepler,TRAPPIST-961f,1.86,28.82,TRAPPIST-961,7,1
2020,Spitzer,Kepler-502c,3.26,14.82,Kepler-502,6,1
2015,Kepler,Kepler-426d,2.09,4.08,Kepler-426,1,1
2014,Kepler,Kepler-470d,1.22,7.9,Kepler-470,8,2
2016,Ground,LHS-898f,3.88,14.79,LHS-898,8,2
2014,Kepler,WASP-958d,3.18,32.89,WASP-958,8,1
2014,Spitzer,TOI-29d,3.02,33.53,TOI-29,8,1
2020,Ground,Kepler-816e,3.44,14.95,Kepler-816,2,2
2011,Spitzer,LHS-200d,4.3,41.16,LHS-200,3,2
2015,TESS,Kepler-614e,2.07,40.4,Kepler-614,7,1
2023,Hubble,TOI-572c,0.69,43.1,TOI-572,3,1
2020,James Webb,TOI-839f,3.53,49.18,TOI-839,1,2
2012,Kepler,TOI-666e,2.01,43.04,TOI-666,1,1
2022,Spitzer,HD-568c,4.17,37.76,HD-568,5,2
2014,TESS,LHS-798f,0.75,27.25,LHS-798,2,1
2023,James Webb,HD-327b,3.66,16.2,HD-327,2,2
2011,Ground,TOI-233b,3.14,2.84,TOI-233,2,1
2011,TESS,LHS-189e,3.92,47.44,LHS-189,8,2
2023,TESS,HD-280c,4.12,48.33,HD-280,3,1
2017,TESS,WASP-442f,1.17,48.67,WASP-442,7,2
2017,Kepler,WASP-9c,4.11,16.94,WASP-9,2,2
2010,Spitzer,Kepler-756c,2.26,28.11,Kepler-756,1,1
2013,Hubble,WASP-552d,2.8,44.16,WASP-552,8,1
2014,Ground,Kepler-510f,4.09,2.47,Kepler-510,4,1
2014,Ground,TOI-967f,4.99,20.51,TOI-967,2,2
2021,Kepler,TOI-677d,3.72,3.46,TOI-677,6,1
2021,TESS,LHS-278e,0.79,47.17,LHS-278,5,1
2022,Hubble,LHS-944c,2.67,21.51,LHS-944,4,2
2022,Spitzer,HD-377e,2.75,28.54,HD-377,8,2
2014,Ground,TRAPPIST-808b,4.12,11.77,TRAPPIST-808,2,1
2016,Hubble,TRAPPIST-135b,0.58,4.11,TRAPPIST-135,5,1
2020,Ground,LHS-884c,3.29,41.68,LHS-884,3,1
2024,Kepler,TRAPPIST-167e,3.26,37.08,TRAPPIST-167,8,2
2011,James Webb,LHS-919e,1.33,31.62,LHS-919,2,2
2013,Spitzer,Kepler-86b,2.94,26.36,Kepler-86,4,1
2013,Spitzer,LHS-638d,1.03,47.64,LHS-638,4,1
2024,Hubble,HD-489e,0.92,18.15,HD-489,6,1
2011,TESS,TOI-666b,1.62,46.27,TOI-666,5,2
2023,Kepler,WASP-485f,4.71,44.14,WASP-485,8,1
2012,Kepler,WASP-439d,2.18,6.83,WASP-439,8,1
2024,Ground,LHS-277e,4.52,36.72,LHS-277,3,2
2014,Kepler,LHS-471e,0.71,28.15,LHS-471,1,2
2015,Ground,TOI-291e,2.71,48.33,TOI-291,4,2
2019,Spitzer,WASP-278e,0.87,43.47,WASP-278,5,2
2012,Ground,Kepler-67d,1.92,14.9,Kepler-67,7,1
2010,Spitzer,Kepler-457d,1.88,10.23,Kepler-457,6,1
2012,Ground,TOI-366b,4.82,31.95,TOI-366,4,1
2017,Kepler,Kepler-236d,4.59,43.11,Kepler-236,3,2
2023,Spitzer,LHS-799b,0.62,9.78,LHS-799,5,1
2011,James Webb,HD-243d,1.51,48.85,HD-243,4,2
2019,TESS,Kepler-309d,2.41,3.75,Kepler-309,6,2
2024,TESS,WASP-128b,0.51,28.39,WASP-128,6,1
2022,James Webb,TRAPPIST-197d,3.55,32.44,TRAPPIST-197,1,2
2019,Kepler,TRAPPIST-576d,0.6,26.12,TRAPPIST-576,6,1
2018,James Webb,TOI-899f,4.1,1.68,TOI-899,5,1
2020,Ground,LHS-624c,4.14,17.35,LHS-624,6,1
2010,Kepler,HD-472f,3.31,31.89,HD-472,2,1
2012,Hubble,LHS-265c,4.27,8.93,LHS-265,1,1
2015,Hubble,TRAPPIST-59c,0.68,27.46,TRAPPIST-59,4,1
2014,Kepler,TOI-173b,1.16,14.5,TOI-173,4,2
2019,Kepler,TRAPPIST-730d,2.28,0.63,TRAPPIST-730,7,1
2017,James Webb,HD-551c,4.47,29.48,HD-551,7,1
2014,Spitzer,TOI-601b,1.36,17.72,TOI-601,4,1
2010,TESS,Kepler-893d,4.07,21.39,Kepler-893,5,1
2016,Spitzer,WASP-621c,2.15,13.65,WASP-621,1,2
2018,Ground,TRAPPIST-216c,2.38,4.83,TRAPPIST-216,7,1
2024,TESS,LHS-420f,1.55,28.05,LHS-420,3,1
2018,Kepler,LHS-936b,4.29,49.83,LHS-936,1,2
2013,TESS,HD-534e,3.59,32.39,HD-534,8,1
2014,Kepler,LHS-304c,4.49,42.57,LHS-304,4,1
2011,Spitzer,HD-566b,3.43,33.55,HD-566,1,1
2024,Kepler,HD-72d,0.85,11.16,HD-72,3,2
2020,Spitzer,TOI-519d,0.98,1.61,TOI-519,2,2
2013,TESS,WASP-149d,1.08,0.33,WASP-149,1,1
2013,Spitzer,HD-53b,3.23,7.07,HD-53,2,2
2020,TESS,WASP-107f,3.59,8.54,WASP-107,2,1
2018,Spitzer,LHS-350c,2.51,16.68,LHS-350,7,2
2012,TESS,TOI-887b,1.45,19.86,TOI-887,5,2
2019,TESS,TOI-102f,1.09,13.53,TOI-102,1,1
2013,Hubble,HD-902e,2.08,13.24,HD-902,3,1
2016,James Webb,WASP-148b,3.18,48.18,WASP-148,1,1
2011,Kepler,TRAPPIST-172b,4.73,44.32,TRAPPIST-172,8,2
2019,Kepler,LHS-911f,0.7,14.12,LHS-911,1,2
2024,TESS,HD-341d,4.82,49.03,HD-341,3,1
2011,Ground,LHS-62b,3.93,3.79,LHS-62,1,1
2022,Spitzer,TRAPPIST-980e,4.47,13.25,TRAPPIST-980,3,2
2023,Ground,HD-388c,4.57,3.72,HD-388,1,2
2018,Spitzer,Kepler-268e,1.4,5.23,Kepler-268,6,1
2019,James Webb,TRAPPIST-250f,0.84,13.19,TRAPPIST-250,1,1
2023,Spitzer,HD-164e,4.81,29.13,HD-164,1,2
2010,Hubble,TOI-625d,3.06,30.87,TOI-625,2,1
2021,James Webb,TOI-487e,1.43,35.79,TOI-487,7,2
2018,Hubble,Kepler-435e,2.05,46.3,Kepler-435,1,2
2018,Ground,WASP-614e,4.29,44.13,WASP-614,1,1
